icon,Collection,Date,Description,Place,Title,latitude,longitude,url
small_blue,,1937,"Photograph of Anna Bran holding her daughter Frances across the street from Kaufman&#8217;s department store at 1316 7th Street, NW, c. 1937","1316 7th Street, NW",,38.9077131,-77.021944,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=C39D7DC1-57F7-11DD-A7F6-595126154261;type=102
small_blue,Rich&#8217;s Restaurant Collection,1952,"Abraham Rich (right) and Ronald Rich, 11 years old, (left) in front of Rich&#8217;s Restaurant , standing underneath the word &#8217;blintzes&#8217;.  19th and E Streets, NW","19th Street NW and E Streets, NW.",,38.8954006,-77.0434796,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=28A78697-B1C6-4B02-B4D2-392458535766;type=102
small_blue,Rich&#8217;s Restaurant Collection,1952,"Front door and awning of Rich&#8217;s Restaurant at 19th and E Streets, NW.","19th Street NW and E Streets, NW.",,38.8954006,-77.0434796,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=42948C40-C4DD-43E0-AF1F-580630446996;type=102
small_blue,Maurice and Flora Atkin Collection,1910,"Clara Hartogensis on 7th Street, NW, ca 1910","7th Street, NW",Clara Hartogensis,38.9030072,-77.021873,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=396AB987-343A-4798-A967-133154710592;type=102
small_blue,Soviet Jewry Collection,11/1/1975,"Jewish youth from across the country at the daily vigil for Soviet Jewry across the street from the Soviet Embassy on 16th Street, NW. Jack Cohen faces the group. November 1975."," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=2C9A6305-4458-49F7-B8DF-701585048337;type=102
small_blue,Berman Family Collection,1930s,"Black & white photograph of Simon Berman standing in front of his tailor shop at 309 G Street, NW.","309 G Street, NW.",,38.8983422,-77.0156366,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=A209CE41-FE6A-49F5-A73A-299529938574;type=102
small_blue,Berman Family Collection,1930s,"Black & white photograph showing Simon Berman on G Street, NW, with other shopkeepers on G Street.  L to R:  Pat Lignelli (barbershop), Simon Berman (tailor), Mr. Lee (Chinese laundry)","G Street, NW",,38.8984511,-77.0219156,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=C51C8736-F099-42FE-B20F-611733964326;type=102
small_blue,,1923-1924,"Esther Sirota with daughters Mildred & Emily, 1923, standing in front of Sirota&#8217;s Pharmacy at 3rd and G Streets, NW","3rd Street NW & G Streets, NW",,38.8983257,-77.0152237,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=383CBE1A-7516-4C14-AB3C-394645449500;type=102
small_blue,Soviet Jewry Collection,1/21/1991,"Reverend John Steinbruck (center) talks with Samuel Sislen (right) before the vigil starts as former Jewish Community Council president Stephen Gell looks on.  Last day of daily vigil for Soviet Jewry outside the Soviet Embassy on 16th Street, NW,  January 1991"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=D1E2B131-DF19-41C6-9BC2-725299418653;type=102
small_blue,Soviet Jewry Collection,1/21/1991,"Robyn Helzner playing guitar and leading attendees in song at the last day of daily vigil for Soviet Jewry outside the Soviet Embassy on 16th Street, NW, January 1991"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=D694F771-AFB6-433A-8A65-995475864210;type=102
small_blue,Soviet Jewry Collection,1/21/1991,"Soviet consular representative Alexander Grachev addresses attendees at the last day of daily vigil for Soviet Jewry outside the Soviet Embassy on 16th Street, NW, January 1991"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=C3CE7B33-54F4-4F86-8204-393179306907;type=102
small_blue,Soviet Jewry Collection,1/21/1991,"Soviet consular representative Alexander Grachev addresses attendees at the last day of daily vigil for Soviet Jewry outside the Soviet Embassy on 16th Street, NW, January 1991"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=A00E004D-99E1-427B-A16C-348772961687;type=102
small_blue,Soviet Jewry Collection,1/21/1991,"Delegate Eleanor Holmes Norton addresses attendees at last day of daily vigil for Soviet Jewry outside the Soviet Embassy on 16th Street, NW, January 1991"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=29BB224A-C1FE-450A-8B99-178238642914;type=102
small_blue,Soviet Jewry Collection,,"Elmer Cerin standing in front of the Soviet Embassy on 16th Street, NW, and a group from Adas Israel at the daily vigil for Soviet Jewry standing across the street."," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=3FC4E074-B4FC-41D8-8F6F-848434227396;type=102
small_blue,Soviet Jewry Collection,,"Adas Israel Sisterhood at the daily vigil for Soviet Jewry outside the Soviet Embassy on 16th Street, NW"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=E5F979FA-A810-43FF-837E-790284301305;type=102
small_blue,Soviet Jewry Collection,,"Adas Israel Chorale singing &#8221;Hush of Midnight&#8221; S&#8217;lichot Service at the daily vigil for Soviet Jewry outside the Soviet Embassy on 16th Street, NW (September, mid-1980s)"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=854630EF-DF55-47D5-984B-592331686725;type=102
small_blue,Soviet Jewry Collection,,"Arnold Hammer, Martin Goldman, Ned Stutman, Dr. Stuart Fidler, Michael Goldman, Rabbi Avis Miller, and others from Adas Israel at the daily vigil for Soviet Jewry outside the Soviet Embassy on 16th Street, NW"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=137C8D95-BA9F-4B4B-AC42-111212927247;type=102
small_blue,Soviet Jewry Collection,,"Ray Abramson, Michael Boloton, Marshal Kupchin, Arnold Hammer, Martin Goldman, Ned Stutman, and others from Adas Israel at the daily vigil for Soviet Jewry outside the Soviet Embassy on 16th Street, NW"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=8ECE5EFB-946A-4975-9815-489022297500;type=102
small_blue,Soviet Jewry Collection,,"Group from Adas Israel including Rabbi Avis Miller and Avi West at the daily vigil for Soviet Jewry outside the Soviet Embassy on 16th Street, NW"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=AF85BC32-8D43-4A1A-AE0D-184099611271;type=102
small_blue,Soviet Jewry Collection,,"Ned Stutuman, Michael Goldman, Rabbi Avis Miller, and others from Adas Israel at the daily vigil for Soviet Jewry outside the Soviet Embassy on 16th Street, NW"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=88401DB4-3482-4A49-B8F7-884137080558;type=102
small_blue,Soviet Jewry Collection,,"Cantor Arnold Saltzman, his son, Michael, Louis Lanter, and others from Adas Israel at the daily vigil for Soviet Jewry outside the Soviet Embassy on 16th Street, NW"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=ADE35FF4-B13D-4648-8333-801430524449;type=102
small_blue,Soviet Jewry Collection,,"Reverend John Steinbruck and others at the daily vigil for Soviet Jewry outside the Soviet Embassy on 16th Street, NW"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=2E95A85C-06CD-4F13-AA2E-763827074980;type=102
small_blue,Soviet Jewry Collection,,"Elmer Cerin standing outside the Soviet Embassy on 16th Street, NW"," 1125 16th St NW, Washington, DC 20036",,38.904483,-77.036049,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=1EC94236-E39F-4086-9BEE-154999128403;type=102
small_blue,Sherman Family Collection,,"8x10 black & white photograph of Ben Sherman and other family members (wife Elizabeth, children Simon, Minnette, Helene, Adele) seated on porch, possibly family home at 3239 Davenport Street, NW.","3239 Davenport Street, NW.",,38.952317,-77.06669,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=8CB2AADE-D25E-42C5-A010-331652294446;type=102
small_blue,Sherman Family Collection,,"3 x 5 sepia toned photograph of Benjamin and unidentified woman (possibly daughter Minnette) in formal dress standing in backyard of home at 3239 Davenport Street, NW","3239 Davenport Street, NW.",,38.952317,-77.06669,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=0836187B-9244-4647-A7DA-019604899303;type=102
small_blue,Sherman Family Collection,,"8x10 black & white photograph; exterior of New England Furriers shop at 717 Twelfth Street NW, owned by Ben Sherman",717 Twelfth Street NW,,38.8986032,-77.0280528,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=3F96163B-0DBD-4075-BF7C-101383092160;type=102
small_blue,Sherman Family Collection,,"2.5&#8221;x4.5&#8221; snapshot showing Elizabeth Sherman standin gin front of New England Furriers on 12th Street, NW","12th Street, NW",,38.9072442,-77.0280826,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=0FB9DF30-451B-4039-99A4-821974072817;type=102
small_blue,Sherman Family Collection,,"4x5&#8221; black & white copy print showing Sergeant Simon Sherman and unidentified woman, possibly sister, standing on sidewalk, presumably in front of New England Furriers on 12th Street, NW, 1940s.","12th Street, NW",,38.9072442,-77.0280826,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=863383C1-2EA9-4740-9496-293275486024;type=102
small_blue,Sherman Family Collection,1927,"8x10 black & white print of large gathering of Krupsaw and Sherman families in home of Benjamin Sherman at 3239 Davenport Street, NW.","3239 Davenport Street, NW.",,38.952317,-77.06669,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=CFF3924B-F518-472C-A532-830339157370;type=102
small_blue,Jewish Community Center Collection,,"8x10 black & white photograph of laying of cornerstone for the Jewish Community Center at 16th and Q Street, NW, May 3, 1925.  Close-up of the cornerstone and pulley used to lower into place.","1529 16th St NW, Washington, DC 20036",,38.9108855,-77.0359163,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=064C5F41-85E6-4269-819C-457086631179;type=102
grocery,Naomi and Nehemiah Cohen Foundation,1/23/1949,"Exterior of Giant store # 18 at 124 Kennedy St., NW, Washington, DC (3rd and Kennedy Streets) taken two days before its 01/25/1949 opening. The photograph was taken from the roof of a building on the opposite side of the street and shows rowhouses behind the low-rise supermarket building.","124 Kennedy St., NW, Washington, DC",Giant Store # 18 Exterior,38.9564024,-77.0126974,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=4A48A988-2F65-44D5-A79F-407658310201;type=102
grocery,Naomi and Nehemiah Cohen Foundation,c. 01/25/1949,"Undated nighttime exterior of Giant store #18 (124 Kennedy St., NW, Washington, DC) showing customers approaching the store, possibly queuing in anticipation of the store&#8217;s opening. The sign announcing the store&#8217;s opening is displayed in the window.","124 Kennedy St., NW, Washington, DC",Giant Store # 18 Nighttime Exterior,38.9564024,-77.0126974,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=44107A55-171C-4E81-BA6E-448283833412;type=102
grocery,Naomi and Nehemiah Cohen Foundation,After 1948,"Exterior of Giant store #14, which opened on 03/19/1947 at 4851 Massachusetts Ave., NW, in Washington, DC. This undated photograph shows the store&#8217;s facade and one car parked in the front parking lot. A &#8221;Heidi Bakery Gems&#8221; sign suggests that the photograph was taken after 1948.","4851 Massachusetts Ave., NW, Washington, DC",Giant Store # 14 Exterior and Parking Lot,38.9460384,-77.0958998,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=2A97CC76-FB38-4ED4-BF8E-613812349076;type=102
grocery,Naomi and Nehemiah Cohen Foundation,6/24/1946,"Exterior of Giant store # 3 located at 4555 Wisconsin Ave., NW, Washington, DC. The store opened on 11/17/1938 and closed 09/12/1953.","4555 Wisconsin Ave., NW, Washington, DC",Giant Store # 3 Exterior,38.9493786,-77.0798386,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=85142B26-9F3F-4092-99BF-092342555074;type=102
grocery,Naomi and Nehemiah Cohen Foundation,10/22/1946,"Exterior of Giant store # 11 located at 2154 Wisconsin Ave., NW, Washington, DC probably taken on the store&#8217;s opening day. A queue of eager shoppers stretches around the block.","2154 Wisconsin Ave., NW, Washington, DC","Giant Store # 11 Exterior, Opening Crowds",38.9189721,-77.0704159,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=3C18979D-8840-4CA0-821E-136479956293;type=102
grocery,Naomi and Nehemiah Cohen Foundation,10/22/1946,"Three unidentified men pose at the opening of Giant store # 11 located at 2154 Wisconsin Ave., NW, Washington, DC.","2154 Wisconsin Ave., NW, Washington, DC.",Giant Store # 11 Opening,38.9189721,-77.0704159,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=064BAB94-C477-4B88-84D2-963381666521;type=102
grocery,Naomi and Nehemiah Cohen Foundation,2/6/1936,"Photograph of advertisement announcing the opening of the first Giant Food store. Located at 3509 Georgia Avenue, NW, the store opened on 2/6/1936.","3509 Georgia Avenue, NW",First Giant Food Advertisement,38.9333804,-77.0235527,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=931EBCEA-E404-42CC-BD82-354644107243;type=102
small_blue,Naomi and Nehemiah Cohen Foundation,c. 1979,"In this undated photograph, Giant Food President and CEO Israel Cohen greets District of Columbia Mayor Marion Barry in a Giant store. It is likely this photograph was taken in store # 118, located at 7th and O Streets, NW, in Washington, DC, whose opening Barry attended in 1979.","7th Street NW and O Street, NW",Israel Cohen and Marion Barry,38.908563,-77.021931,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=7884B279-B37C-4603-BF16-724684026099;type=102
small_blue,Naomi and Nehemiah Cohen Foundation,1/23/1949,"Exterior of Giant store # 18 at 124 Kennedy St., NW, Washington, DC (3rd and Kennedy Streets) taken two days before its 01/25/1949 opening. The photograph was taken from the roof of a building on the opposite side of the street and shows rowhouses behind the low-rise supermarket building.","124 Kennedy St., NW, Washington, DC",Store #18 and Streetscape,38.9564024,-77.0126974,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=4A8B671F-9515-4E7D-A44A-401231531119;type=102
grocery,Naomi and Nehemiah Cohen Foundation,1936,"This photograph shows the exterior of Giant Food store #1, opened 2/6/1936, located at 3509 Georgia Avenue, NW in Washington, DC,","3509 Georgia Avenue, NW",Giant Food Store #1,38.9333804,-77.0235527,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=01BE16BA-D87B-4261-BF2E-178749578284;type=102
small_blue,,1906,"Color copy of photograph of Nathan Fanaroff&#8217;s store at 1601 Good Hope Road, SE in Anacostia","1601 Good Hope Road, SE",,38.8661781,-76.9819282,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=10ABEC34-7CE3-4461-B872-105142025083;type=102
small_blue,Businesses,,"Exterior of Raskin&#8217;s Market at 700 L Street, SE, owned by Louis and Sarah Raskin","700 L Street, SE,",,38.877707,-76.9959597,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=BDC89592-107D-4B18-A250-670186753500;type=102
small_blue,Businesses,,"Sarah Raskin behind the counter of Raskin&#8217;s Market at 700 L Street, SE,","700 L Street, SE,",,38.877707,-76.9959597,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=0D2E75FC-AB18-476A-8474-482654737321;type=102
grocery,Naomi and Nehemiah Cohen Foundation,c. 05/30/1948,"Exterior of Giant store # 17 at 3920 South Capitol St., SE, Washington, DC. A parking lot is visible on the side of the building. In the windows, signs announce the store&#8217;s 06/08/1948 opening.","3920 South Capitol St., SE, Washington, DC",Giant Store #17 Exterior,38.8321712,-77.0077441,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=8EBCB1C5-6BA8-4C2B-960E-439866559835;type=102
grocery,Naomi and Nehemiah Cohen Foundation,5/30/1948,"View of the parking lot, side, and facade of Giant store # 17 (3920 South Capitol St., SE, Washington, DC). The photograph was taken eight days before the store&#8217;s opening.","3920 South Capitol St., SE, Washington, DC",Giant Store # 17 Exterior and Parking Lot,38.8321712,-77.0077441,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=F8F9737B-DBE8-4E7F-BF6B-366061489851;type=102
grocery,Naomi and Nehemiah Cohen Foundation,after 01/15/1947,"Exterior of Giant store # 12 at 2818 Good Hope Rd., SE, Washington, DC, which opened on 01/15/1947. The undated photograph shows the store&#8217;s facade.","2818 Good Hope Rd., SE, Washington, DC",Giant Store # 12 Exterior,38.8598957,-76.9669002,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=45ECC5F3-6B58-4ACB-932C-590653581150;type=102
grocery,Naomi and Nehemiah Cohen Foundation,3/2/1961,"Interior of Giant Store #12 (2818 Good Hope Rd., SE, Washington, DC) showing a display of prepared pizzas and pizza ingredients. The display evokes a giant pizza oven, while the back of the photograph bears the title &#8221;Company is Coming&#8221;.","2818 Good Hope Rd., SE, Washington, DC",Giant Store #12 Interior: Pizza Display,38.8598957,-76.9669002,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=0502D152-1456-41CD-8781-529421944400;type=102
grocery,Naomi and Nehemiah Cohen Foundation,c. 10/24/1950,"Exterior photograph of Giant store # 22 at 1325 Good Hope Rd., SE, Washington, DC, probably documenting the store&#8217;s 10/24/1950 opening. The photograph shows the store&#8217;s facade draped in bunting and American flags with a large &#8221;Open&#8221; sign affixed to a window. A &#8221;Heidi Bakery Gems&#8221; sign appears in an adjacent window.","1325 Good Hope Rd., SE, Washington, DC",Giant Store #22 Opening,38.866855,-76.9862362,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=879EC5B0-6925-4909-9470-719046096024;type=102
grocery,Naomi and Nehemiah Cohen Foundation,c. 1950,"Exterior photograph of Giant store # 22 at 1325 Good Hope Road, SE, Washington, DC. The photograph shows the facade, with a &#8221;Heidi Bakery Gems&#8221; sign visible in one window.","1325 Good Hope Road, SE, Washington, DC",Giant Store # 22 Exterior,38.866855,-76.9862362,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=123BD137-4DA4-48F8-8FD7-334988218210;type=102
grocery,Naomi and Nehemiah Cohen Foundation,10/30/1950,"Interior of Giant store #22 at 1325 Good Hope Road, SE, Washington, DC. The photograph, taken six days after the store&#8217;s 10/24/1950 opening, shows stocked aisles.","1325 Good Hope Road, SE, Washington, DC",Giant Store #22 Interior,38.866855,-76.9862362,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=5C1FEE46-1B63-4642-B26B-975301318294;type=102
small_blue,Harry Slavitt Collection,,"Whisky bottle sent to General George Patton with personalized label from Harry Slavitt&#8217;s liquor store at 509 7th Street, SW","509 7th Street, SW",,38.8965164,-77.0215634,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=3DBEAB39-8350-4D6C-9B97-665049549877;type=102
small_blue,Harry Slavitt Collection,,"Whisky bottle sent to General Henry &#8221;Hap&#8221; Arnold (Air Force) with personalized label from Harry Slavitt&#8217;s liquor store at 509 7th Street, SW","509 7th Street, SW",,38.8965164,-77.0215634,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=89C46309-CF01-49FC-96C5-881945732254;type=102
small_blue,Harry Slavitt Collection,,"Whisky bottle sent to General Dwight &#8221;Ike&#8221; Eisenhower with personalized label from Harry Slavitt&#8217;s liquor store at 509 7th Street, SW","509 7th Street, SW",,38.8965164,-77.0215634,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=EB218BBB-CE13-4C6E-809F-338170326330;type=102
small_blue,,,"Fay Burka holding her twins Leonard and Edward A. Burka who are seated in a wagon.  In front of the family store at 401 Seventh Street, SW.  Early 1930s","401 Seventh Street, SW",,38.8949709,-77.0217214,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=8DE3C3C5-D38C-46F1-87C3-633652414344;type=102
small_blue,,1936,"Twins Leonard and Edward A. Burka with their mother Fay Burka in front of the family store at 401 Seventh Street, SW, 1936","401 Seventh Street, SW",,38.8949709,-77.0217214,http://jhsgw.pastperfect-online.com/31288cgi/mweb.exe?request=record;id=D4431957-6BED-464D-96FE-405339226182;type=102
synagogue,Washington Hebrew Congregation,1955-present,,"3935 Macomb Street, NW, Washington, D.C.",,38.9338179,-77.0784207,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/washington-hebrew-congregation?slide=3
synagogue,Washington Hebrew Congregation,1863-1955,,"8th and I Streets, NW, Washington, D.C.",,38.9008691,-77.022946,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/washington-hebrew-congregation?slide=0
synagogue,Adas Israel Congregation,1876-1906,,"6th and G Streets, NW, Washington, D.C.",,38.8983152,-77.0199077,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/adas-israel-congregation?slide=0
synagogue,Adas Israel Congregation,1906-1951,,"6th and I Street, NW, Washington, D.C.",,38.9008802,-77.0199056,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/adas-israel-congregation?slide=3
synagogue,Adas Israel Congregation,1951-present,,"Connecticut and Porter Streets, NW, Washington, D.C.",,38.9340854,-77.0576414,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/adas-israel-congregation?slide=5
synagogue,Ohev Sholom,1906-1960,,"5th and I Streets, NW, Washington, D.C.",,38.900863,-77.018929,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/ohev-sholom-talmud-torah-congregation?slide=3
synagogue,Talmud Torah Congregation,1951-1960,,"16th and Fort Stevens Drive, NW, Washington, D.C.",,38.9648192,-77.0364304,
synagogue,Ohev Sholom Talmud Torah,1960-present,,"16th and Jonquil Streets, NW, Washington, D.C.",,38.9841551,-77.0362821,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/ohev-sholom-talmud-torah-congregation?slide=6
synagogue,Ezras Israel Congregation,1959-1978,,"7th and Dahlia Streets, NW, Washington, D.C.",,38.9758061,-77.0229456,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/ezras-israel-congregation-of-rockville?slide=4
synagogue,Southeast Hebrew Congregation,1922-1971,,"417 Ninth Street, SE, Washington, D.C.",,38.883061,-76.9940661,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/southeast-hebrew-congregation?slide=0
synagogue,Southeast Hebrew Congregation,1971-present,,"10900 Lockwood Drive, Silver Spring, MD",,39.0349019,-76.9994955,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/southeast-hebrew-congregation?slide=1
synagogue,Kesher Israel,1915-present,,"28th and N Streets, NW, Washington, D.C.",,38.9068628,-77.0570462,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/kesher-israel-congregation?slide=0
synagogue,B'nai Israel Congregation,1951-1976,,"16th and Crittenden Streets, Washington, D.C.",,38.9471892,-77.0363617,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/bnai-israel-congregation?slide=3
synagogue,B'nai Israel Congregation,1929-1951,,"14th and Emerson Streets, NW, Washington, D.C.",,38.9497424,-77.0332511,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/bnai-israel-congregation?slide=1
synagogue,B'nai Israel Congregation,1925-1929,,"4708 Georgia Avenue, NW, Washington, D.C.",,38.947828,-77.027213,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/bnai-israel-congregation?slide=0
synagogue,Paul Himmelfarb Hebrew School of Congregation B'nai Israel,1967,,"Georgia Avenue and Evans Drive, Silver Spring, MD",,39.0267162,-77.0466537,
synagogue,B'nai Israel Congregation,1976-present,,"6301 Montrose Road, Rockville, MD",,39.0537143,-77.1285067,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/bnai-israel-congregation?slide=4
synagogue,Tifereth Israel Congregation,1914-1920s,,"14th and U Streets, NW, Washington, D.C.",,38.9170139,-77.0319646,
synagogue,Tifereth Israel Congregation,,,"14th and Euclid Streets, NW, Washington, D.C.",,38.923763,-77.032143,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/tifereth-israel-congregation?slide=0
synagogue,Tifereth Israel Congregation,1957-present,,"16th and Juniper Streets, NW, Washington, D.C.",,38.9832152,-77.0362925,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/tifereth-israel-congregation?slide=5
synagogue,Beth Sholom Congregation and Talmud Torah,1956-1958,,"7731 Alaska Avenues, NW, Washington, D.C.",,38.983322,-77.027037,
synagogue,Beth Sholom Congregation and Talmud Torah,1938-1956,,"Eighth and Shepherd Streets, NW, Washington, D.C.",,38.9397912,-77.0232409,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/beth-sholom-congregation-and-talmud-torah?slide=0
synagogue,Beth Sholom Congregation and Talmud Torah,,,"13th Street and Eastern Avenue, NW, Washington, D.C.",,38.9869283,-77.029644,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/beth-sholom-congregation-and-talmud-torah?slide=3
synagogue,Beth Sholom,1972-present,,"11825 Seven Locks Road, Potomac, MD",,39.0509828,-77.163214,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/beth-sholom-congregation-and-talmud-torah?slide=4
synagogue,Agudath Achim,1940-1954,,"909 Quackenbos Street, NW, Washington, D.C.",,38.9637883,-77.0268511,
synagogue,Agudath Achim Congregation,1954-1958,,"6343 13th Street, NW, Washington, D.C.",,38.9672427,-77.0293117,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/congregation-har-tzeon-agudath-achim?slide=0
synagogue,Agudath Achim Congregation,1958-1977,,"13th and Tuckerman Streets, NW, Washington, D.C.",,38.9675705,-77.0296848,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/congregation-har-tzeon-agudath-achim?slide=1
synagogue,Congregation Har Tzeon-Agudath Achim,1977-present,,"1840 University Blvd. West, Silver Spring, MD",,39.039126,-77.043553,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/congregation-har-tzeon-agudath-achim?slide=3
synagogue,Congregation Har Tzeon,1956-1977,,"1840 University Blvd. West, Silver Spring, MD",,39.039126,-77.043553,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/congregation-har-tzeon-agudath-achim?slide=5
synagogue,Congregation B'nai Jacob-Beth Israel,1958,,"3408 C Street, SE, Washington, D.C.",,38.8853627,-76.9772851,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/congregation-shaare-tikvah?slide=2
synagogue,Congregation Beth Israel,1944-1958,,"3408 C Street, SE, Washington, D.C.",,38.8853627,-76.9772851,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/congregation-shaare-tikvah?slide=1
synagogue,B'nai Jacob,1942,,"2504 Naylor Road, SE, Washington, D.C.",,38.868741,-76.970472,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/congregation-shaare-tikvah?slide=0
synagogue,Washington Highlands Jewish Center,1949-1955,,"141 Xenia Street, SW, Washington, D.C.",,38.8346676,-77.0097418,http://www.jhsgw.org/exhibitions/online/goldberg/photographs/congregation-shaare-tikvah?slide=3
